Sample	mappedNetworkCwR.count_Hong_Kong_to_New_York	mappedNetworkCwR.count_Hong_Kong_to_New_Zealand	mappedNetworkCwR.count_New_York_to_Hong_Kong	mappedNetworkCwR.count_New_York_to_New_Zealand	mappedNetworkCwR.count_New_Zealand_to_Hong_Kong	mappedNetworkCwR.count_New_Zealand_to_New_York
7441000	0	5	0	0	2	2
7442000	2	3	1	0	1	1
7443000	1	3	0	0	1	1
7444000	1	0	1	0	2	2
7445000	3	4	1	0	1	0
7446000	2	5	2	0	1	0
7447000	1	7	2	0	7	2
7448000	4	5	3	1	3	1
7449000	1	5	2	1	2	4
7450000	2	4	2	0	3	1
7451000	1	4	2	0	5	1
7452000	0	0	2	0	1	4
7453000	0	1	0	1	4	3
7454000	1	5	3	0	2	3
7455000	0	3	0	1	3	4
7456000	0	2	2	0	2	4
7457000	1	8	1	1	6	3
7458000	2	2	0	3	0	3
7459000	1	3	0	1	0	2
7460000	2	2	0	4	0	4
7461000	2	3	1	1	0	2
7462000	1	6	1	0	2	2
7463000	0	1	5	2	0	1
7464000	2	3	2	0	1	2
7465000	3	5	3	2	0	4
7466000	0	2	0	0	2	2
7467000	2	1	2	2	2	4
7468000	3	4	1	1	0	2
7469000	1	1	3	2	1	2
7470000	1	2	1	0	1	2
7471000	0	2	1	0	3	3
7472000	2	3	1	0	0	2
7473000	1	5	0	0	1	1
7474000	0	2	0	1	4	5
7475000	0	2	0	0	2	3
7476000	2	2	0	0	2	0
7477000	1	3	1	0	0	3
7478000	2	1	0	0	3	0
7479000	1	2	0	0	1	1
7480000	2	3	0	0	0	1
7481000	0	0	0	0	2	2
7482000	1	0	0	0	3	1
7483000	3	2	0	1	0	0
7484000	0	0	0	1	2	2
7485000	1	3	0	0	0	1
7486000	0	1	0	0	2	3
7487000	0	1	2	4	1	8
7488000	0	6	0	0	0	2
7489000	1	4	0	1	0	2
7490000	0	0	1	2	1	6
7491000	0	1	1	1	2	4
7492000	0	2	1	0	2	3
7493000	0	3	2	0	0	1
7494000	1	3	0	0	0	1
7495000	1	2	2	1	0	1
7496000	0	4	0	0	0	2
7497000	1	4	0	0	0	1
7498000	0	3	0	1	1	4
7499000	1	3	0	0	0	1
7500000	0	4	0	2	1	4
7501000	2	2	0	1	0	1
7502000	1	0	1	3	2	1
7503000	0	0	2	2	0	0
7504000	0	0	2	3	0	0
7505000	0	0	1	3	1	0
7506000	1	1	1	5	4	2
7507000	0	0	0	5	2	0
7508000	2	2	0	1	2	1
7509000	1	0	0	8	3	3
7510000	2	1	2	6	4	1
7511000	4	3	0	6	7	0
7512000	2	2	0	6	7	2
7513000	0	0	0	4	2	0
7514000	3	1	3	3	1	1
7515000	3	2	0	2	1	1
7516000	3	1	0	1	0	0
7517000	4	0	3	4	0	2
7518000	3	2	0	0	0	0
7519000	3	2	4	1	0	0
7520000	5	1	3	1	0	0
7521000	4	1	1	2	2	0
7522000	5	0	0	2	0	0
7523000	5	0	1	3	0	0
7524000	2	2	0	1	0	0
7525000	0	0	1	3	1	0
7526000	4	1	0	2	0	0
7527000	0	0	0	4	2	0
7528000	3	1	0	1	5	0
7529000	0	1	0	3	3	0
7530000	1	0	1	3	3	0
7531000	2	0	0	2	3	1
7532000	1	0	2	3	1	0
7533000	2	0	1	6	3	0
7534000	2	1	1	2	0	1
7535000	1	0	2	3	2	0
7536000	0	0	2	2	0	0
7537000	2	0	0	1	4	2
7538000	4	0	0	2	3	1
7539000	1	1	1	4	2	0
7540000	0	0	1	4	1	1
7541000	4	0	2	6	2	1
7542000	0	0	1	5	1	2
7543000	1	0	3	4	0	2
7544000	2	0	1	3	1	0
7545000	0	0	1	3	1	0
7546000	5	0	2	3	1	0
7547000	1	0	0	0	3	1
7548000	0	0	0	0	2	2
7549000	0	0	1	0	1	3
7550000	4	0	0	2	0	0
7551000	4	0	0	2	0	0
7552000	1	0	0	0	5	1
7553000	2	2	3	0	3	1
7554000	4	1	1	1	0	0
7555000	0	1	2	1	2	3
7556000	1	0	3	3	0	2
7557000	2	0	2	1	2	3
7558000	1	0	1	6	1	3
7559000	0	0	2	4	0	2
7560000	2	1	5	2	0	1
7561000	0	0	2	0	3	4
7562000	5	0	5	3	2	3
7563000	4	0	5	3	3	5
7564000	8	1	10	6	1	7
7565000	2	1	2	4	4	6
7566000	1	0	2	4	2	7
7567000	2	0	3	4	3	1
7568000	0	6	4	1	3	3
7569000	1	1	3	2	2	1
7570000	2	2	2	4	5	2
7571000	0	1	4	2	0	1
7572000	1	1	3	2	1	0
7573000	0	3	2	2	3	1
7574000	0	3	3	1	2	1
7575000	8	3	9	3	4	0
7576000	1	1	5	1	0	0
7577000	3	1	4	2	4	0
7578000	5	2	5	0	6	0
7579000	5	4	6	0	2	0
7580000	5	3	9	1	2	0
7581000	2	1	4	3	3	1
7582000	4	2	8	2	0	2
7583000	2	2	4	3	3	0
7584000	2	2	0	6	7	0
7585000	2	2	5	1	1	0
7586000	3	3	3	2	5	1
7587000	2	10	6	2	8	2
7588000	3	0	1	5	2	4
7589000	4	5	5	3	6	1
7590000	2	1	4	3	1	1
7591000	2	1	4	3	1	0
7592000	2	1	1	2	5	2
7593000	3	0	2	3	5	4
7594000	1	2	1	0	4	2
7595000	1	1	1	2	4	2
7596000	4	2	1	1	2	0
7597000	1	1	0	0	2	2
7598000	2	2	0	0	0	0
7599000	2	3	2	0	0	0
7600000	4	1	0	1	0	0
7601000	3	1	0	2	0	0
7602000	4	1	1	3	0	1
7603000	2	2	2	0	0	0
7604000	1	3	0	0	0	2
7605000	0	0	0	1	2	3
7606000	1	2	0	0	1	1
7607000	0	1	2	1	0	0
7608000	3	1	0	1	0	0
7609000	1	0	0	0	3	1
7610000	0	1	1	3	2	2
7611000	2	1	0	1	1	1
7612000	0	0	1	3	1	1
7613000	4	0	0	3	0	0
7614000	2	0	2	2	2	2
7615000	0	0	2	3	0	0
7616000	2	2	0	1	0	0
7617000	2	1	0	1	3	0
7618000	2	3	0	0	0	0
7619000	2	1	0	0	3	0
7620000	1	1	0	1	2	0
7621000	2	2	0	0	0	0
7622000	1	1	0	0	2	1
7623000	3	2	0	0	0	0
7624000	2	3	0	1	0	2
7625000	1	2	0	0	1	1
7626000	2	2	0	0	0	0
7627000	2	2	0	0	0	0
7628000	3	2	0	0	0	0
7629000	2	2	0	0	0	0
7630000	2	2	0	0	0	0
7631000	1	2	2	0	0	0
7632000	3	2	1	0	0	0
7633000	2	2	1	0	0	0
7634000	3	2	0	0	0	0
7635000	0	0	0	1	2	1
7636000	3	2	0	0	0	0
7637000	2	2	1	0	1	1
7638000	2	3	0	0	0	0
7639000	2	2	0	0	0	0
7640000	0	1	0	0	3	2
7641000	5	3	2	0	1	0
7642000	3	2	0	0	0	0
7643000	3	4	0	0	2	0
7644000	4	1	0	1	2	0
7645000	2	3	0	0	1	0
7646000	3	0	0	3	2	0
7647000	4	0	1	3	0	0
7648000	3	0	0	2	4	0
7649000	4	2	1	1	0	0
7650000	4	1	5	2	0	0
7651000	3	3	2	2	1	0
7652000	4	2	2	2	0	0
7653000	3	1	3	5	3	0
7654000	5	0	1	4	0	0
7655000	4	0	2	3	0	0
7656000	6	0	2	3	0	0
7657000	2	0	0	2	4	0
7658000	2	0	0	1	3	0
7659000	2	1	1	3	4	0
7660000	1	0	0	5	4	0
7661000	0	0	0	3	2	0
7662000	0	1	1	4	2	0
7663000	0	0	2	3	0	0
7664000	0	0	1	3	1	0
7665000	0	1	1	3	3	0
7666000	0	1	2	3	1	0
7667000	0	0	2	4	1	0
7668000	0	0	1	4	1	0
7669000	0	0	2	2	0	0
7670000	0	0	1	3	2	0
7671000	0	0	3	3	1	0
7672000	0	0	0	4	3	0
7673000	0	0	0	4	4	0
7674000	0	0	1	3	1	0
7675000	0	0	0	5	4	0
7676000	3	3	0	1	7	0
7677000	7	0	4	6	4	0
7678000	5	2	1	2	5	0
7679000	4	1	6	4	1	0
7680000	1	0	1	3	2	0
7681000	3	2	5	2	2	0
7682000	4	0	5	3	0	0
7683000	6	2	6	2	1	0
7684000	2	3	5	1	1	0
7685000	0	1	3	2	0	0
7686000	0	0	2	2	0	0
7687000	0	1	2	2	1	0
7688000	1	1	1	4	4	0
7689000	0	0	2	2	0	0
7690000	0	0	2	2	0	2
7691000	3	0	1	2	0	0
7692000	0	0	2	2	0	0
7693000	1	0	2	2	0	0
7694000	0	0	2	4	0	2
7695000	0	0	1	1	3	4
7696000	3	0	2	5	0	2
7697000	0	0	2	3	0	1
7698000	2	0	4	5	0	3
7699000	3	0	5	2	0	0
7700000	0	0	2	2	0	0
7701000	0	0	2	2	0	2
7702000	3	0	5	2	0	0
7703000	0	0	2	5	0	3
7704000	1	0	3	3	0	1
7705000	2	0	4	4	1	1
7706000	1	0	3	3	1	0
7707000	1	0	4	3	0	1
7708000	5	1	0	5	8	1
7709000	1	1	3	3	1	1
7710000	1	1	5	2	0	1
7711000	0	0	3	4	1	1
7712000	1	4	1	0	3	2
7713000	0	0	0	0	2	2
7714000	0	0	0	1	2	3
7715000	0	0	0	4	2	2
7716000	0	0	0	0	2	2
7717000	0	0	0	0	2	2
7718000	1	1	0	0	2	1
7719000	0	0	0	2	2	2
7720000	0	0	0	0	2	2
7721000	0	0	0	1	2	3
7722000	2	1	0	1	2	1
7723000	1	0	3	2	0	2
7724000	1	0	2	3	1	0
7725000	3	0	3	3	0	1
7726000	1	0	1	2	3	2
7727000	3	1	2	3	0	2
7728000	3	0	0	3	1	0
7729000	1	0	0	1	3	2
7730000	0	0	3	2	0	0
7731000	0	0	2	2	0	0
7732000	0	0	2	2	0	0
7733000	1	0	3	3	0	1
7734000	5	0	2	2	1	1
7735000	3	1	2	3	0	2
7736000	1	4	4	0	0	2
7737000	3	0	5	2	0	0
7738000	1	1	3	2	1	0
7739000	3	3	7	2	1	1
7740000	2	2	1	1	2	3
7741000	1	7	8	0	3	4
7742000	1	2	4	2	0	1
7743000	1	0	3	2	0	0
7744000	0	0	2	3	0	3
7745000	2	1	5	0	0	3
7746000	2	2	5	1	0	0
7747000	1	0	5	2	0	0
7748000	0	0	3	3	0	1
7749000	3	0	3	2	0	0
7750000	3	0	5	2	0	0
7751000	4	2	8	0	0	3
7752000	2	0	6	2	0	2
7753000	2	2	5	0	0	0
7754000	4	3	8	1	1	0
7755000	2	0	2	2	2	3
7756000	1	1	5	1	0	0
7757000	1	1	4	3	0	2
7758000	0	0	2	4	0	2
7759000	1	0	3	2	0	2
7760000	0	0	2	4	0	2
7761000	0	1	4	2	0	4
7762000	1	0	3	2	0	0
7763000	0	0	2	2	0	0
7764000	1	0	3	2	0	0
7765000	1	1	3	2	1	0
7766000	0	0	2	2	0	0
7767000	0	2	2	3	2	1
7768000	0	0	2	2	0	0
7769000	0	0	1	4	1	1
7770000	3	3	3	1	3	1
7771000	2	2	2	1	0	0
7772000	1	0	1	3	2	0
7773000	3	0	2	3	0	0
7774000	0	1	2	3	1	3
7775000	2	0	1	2	3	0
7776000	1	2	2	1	2	1
7777000	1	3	1	0	3	2
7778000	0	4	4	1	1	1
7779000	2	2	3	1	0	0
7780000	3	1	4	1	0	0
7781000	2	1	1	1	0	0
7782000	2	0	6	2	0	1
7783000	1	0	1	3	1	0
7784000	0	0	1	2	1	2
7785000	3	0	1	2	0	0
7786000	0	0	2	2	0	0
7787000	0	0	2	3	0	1
7788000	2	0	4	2	0	0
7789000	1	1	4	5	0	4
7790000	0	0	3	6	0	3
7791000	0	0	3	5	0	2
7792000	0	1	2	5	1	2
7793000	0	2	2	3	0	1
7794000	2	5	0	2	1	2
7795000	0	0	1	5	1	2
7796000	0	1	2	4	1	3
7797000	0	0	2	0	0	4
7798000	1	2	1	1	0	2
7799000	3	1	3	2	0	0
7800000	1	0	3	1	0	4
7801000	0	4	0	0	0	2
7802000	4	2	2	1	0	0
7803000	2	1	3	2	0	0
7804000	2	2	0	1	0	0
7805000	6	4	4	0	0	0
7806000	1	0	4	3	0	0
7807000	0	1	4	2	0	6
7808000	3	4	4	1	0	4
7809000	4	0	3	3	0	1
7810000	5	1	2	2	0	1
7811000	4	2	1	0	0	0
7812000	2	3	3	0	0	4
7813000	1	3	1	0	0	1
7814000	2	3	0	0	0	0
7815000	3	1	4	3	0	0
7816000	2	0	4	4	0	1
7817000	7	0	3	2	0	0
7818000	4	0	5	2	0	0
7819000	9	0	2	5	1	3
7820000	11	0	6	6	0	2
7821000	2	1	3	3	0	6
7822000	2	0	3	4	1	2
7823000	3	1	1	3	0	1
7824000	0	0	2	2	1	3
7825000	2	2	0	1	2	0
7826000	3	1	3	2	0	0
7827000	0	0	2	3	0	1
7828000	2	1	4	2	0	0
7829000	1	0	2	3	1	0
7830000	1	1	5	1	0	0
7831000	1	1	3	1	0	0
7832000	2	1	4	2	0	1
7833000	5	1	7	3	1	1
7834000	6	0	1	2	0	0
7835000	4	2	2	0	0	0
7836000	2	0	3	2	0	0
7837000	0	1	1	0	1	3
7838000	1	1	2	2	0	1
7839000	0	0	2	4	0	3
7840000	2	3	5	2	0	3
7841000	2	0	4	3	0	1
7842000	2	2	5	1	0	1
7843000	2	1	5	1	0	0
7844000	1	1	4	1	0	0
7845000	2	1	4	3	0	3
7846000	1	2	1	1	3	2
7847000	4	1	2	1	1	2
7848000	2	2	1	3	3	1
7849000	1	1	0	0	5	2
7850000	1	1	0	0	4	1
7851000	2	2	0	0	3	0
7852000	3	1	0	1	0	0
7853000	2	3	0	0	1	0
7854000	0	1	0	1	3	3
7855000	0	1	0	1	3	3
7856000	0	0	0	0	2	2
7857000	0	1	0	0	3	2
7858000	0	0	0	0	2	2
7859000	1	2	0	2	1	3
7860000	0	2	1	1	1	3
7861000	1	2	1	0	5	2
7862000	0	0	1	0	1	3
7863000	0	0	1	0	1	3
7864000	1	0	0	0	3	2
7865000	0	0	0	1	2	4
7866000	1	1	0	1	2	3
7867000	0	0	1	0	1	3
7868000	1	2	1	0	0	2
7869000	0	0	0	1	2	2
7870000	1	0	0	0	3	1
7871000	0	0	0	1	2	2
7872000	1	0	2	3	3	3
7873000	0	1	4	2	1	0
7874000	0	2	0	1	4	1
7875000	0	0	0	1	2	1
7876000	0	1	1	1	1	1
7877000	2	0	1	3	1	1
7878000	0	0	0	2	2	2
7879000	0	2	2	2	0	0
7880000	0	2	2	1	1	0
7881000	0	0	0	0	2	2
7882000	0	0	0	0	2	2
7883000	0	0	0	0	2	2
7884000	1	0	0	1	3	2
7885000	1	0	0	0	4	1
7886000	0	1	0	3	3	2
7887000	1	0	3	2	0	0
7888000	2	0	2	2	0	0
7889000	2	0	0	1	4	0
7890000	2	0	3	3	1	0
7891000	1	0	0	4	3	0
7892000	2	2	0	0	5	0
7893000	2	1	0	0	5	0
7894000	2	7	0	0	8	0
7895000	3	4	1	0	5	0
7896000	2	3	0	0	9	0
7897000	2	3	0	0	8	0
7898000	3	2	6	0	0	0
7899000	0	2	3	1	1	0
7900000	3	0	0	1	4	0
7901000	4	4	2	0	9	0
7902000	2	3	0	0	1	0
7903000	3	2	0	0	0	0
7904000	1	2	0	0	5	1
7905000	3	3	1	0	8	0
7906000	2	4	3	0	7	1
7907000	3	3	1	0	5	0
7908000	4	1	1	2	0	0
7909000	0	1	0	0	3	2
7910000	3	5	0	0	4	0
7911000	2	2	0	1	0	0
7912000	2	2	0	0	0	0
7913000	1	0	0	0	3	1
7914000	2	3	0	1	1	0
7915000	0	1	2	2	0	0
7916000	0	2	0	0	3	2
7917000	1	3	0	0	2	1
7918000	1	2	0	0	1	1
7919000	1	1	0	0	3	1
7920000	0	0	1	3	1	0
7921000	2	2	0	0	0	0
7922000	1	0	0	0	3	1
7923000	2	3	0	0	0	0
7924000	3	1	2	2	0	0
7925000	2	3	1	0	0	0
7926000	2	2	0	0	0	0
7927000	4	1	0	1	0	0
7928000	2	3	0	0	0	0
7929000	4	3	2	0	1	1
7930000	0	0	2	2	0	1
7931000	0	0	0	0	2	3
7932000	4	1	1	3	1	0
7933000	1	0	2	2	0	0
7934000	1	3	1	0	3	3
7935000	2	2	2	2	2	2
7936000	0	0	1	0	1	3
7937000	1	0	3	3	0	1
7938000	3	0	0	2	1	0
7939000	1	0	1	1	2	1
7940000	0	0	2	3	0	0
7941000	1	0	1	0	2	2
7942000	4	0	2	3	1	0
7943000	1	1	0	0	3	3
7944000	0	0	1	3	1	0
7945000	5	0	4	4	1	0
7946000	3	1	1	4	2	5
7947000	3	0	5	2	0	0
7948000	2	4	3	0	2	2
7949000	1	0	3	2	0	0
7950000	1	0	0	0	3	2
7951000	4	1	2	2	0	1
7952000	3	1	1	0	4	1
7953000	2	2	3	2	3	0
7954000	1	0	1	4	2	0
7955000	2	0	3	4	1	1
7956000	0	0	1	2	1	0
7957000	0	0	1	3	1	0
7958000	1	0	1	4	3	0
7959000	1	0	1	4	2	0
7960000	2	1	2	4	4	0
7961000	1	1	3	2	1	0
7962000	1	0	2	4	1	1
7963000	5	0	2	4	2	0
7964000	0	0	1	5	1	2
7965000	2	1	0	0	3	1
7966000	0	0	0	1	2	3
7967000	0	0	0	0	2	3
7968000	1	2	0	5	3	6
7969000	0	0	1	4	1	3
7970000	0	0	0	2	2	6
7971000	2	0	1	4	3	1
7972000	2	2	0	3	0	3
7973000	0	0	0	5	4	3
7974000	0	1	0	3	2	5
7975000	0	0	0	5	2	2
7976000	0	1	0	6	3	3
7977000	0	0	0	6	2	2
7978000	0	0	0	6	2	2
7979000	0	0	0	5	2	7
7980000	0	0	0	4	2	4
7981000	0	0	1	4	1	5
7982000	0	0	0	4	2	4
7983000	0	0	0	8	4	4
7984000	2	0	0	6	2	2
7985000	2	1	2	2	3	2
7986000	0	0	2	3	0	2
7987000	1	0	1	7	2	1
7988000	0	2	2	3	1	1
7989000	0	1	3	4	0	2
7990000	2	3	4	3	3	4
7991000	0	1	3	3	0	2
7992000	0	2	3	3	0	2
7993000	1	0	1	1	2	1
7994000	2	2	1	1	0	0
7995000	0	2	5	4	1	5
7996000	0	3	4	3	1	2
7997000	0	2	3	1	1	3
7998000	0	0	2	6	1	3
7999000	0	3	4	2	0	2
8000000	0	2	4	5	2	1
8001000	1	0	5	5	0	4
8002000	0	1	3	2	0	4
8003000	1	2	2	4	1	3
8004000	3	4	0	0	1	0
8005000	3	2	0	1	0	0
8006000	1	0	1	4	2	2
8007000	0	2	4	1	0	4
8008000	2	4	1	1	0	1
8009000	0	0	0	0	2	2
8010000	2	2	3	2	0	1
8011000	1	3	0	3	1	3
8012000	0	1	1	1	1	2
8013000	0	0	0	1	2	3
8014000	0	0	0	2	2	2
8015000	0	0	2	3	0	0
8016000	0	0	1	2	1	1
8017000	1	0	3	3	0	0
8018000	0	0	0	0	2	2
8019000	0	0	2	3	0	0
8020000	0	0	2	3	0	0
8021000	0	0	2	2	0	0
8022000	0	0	2	3	0	0
8023000	0	0	2	3	0	0
8024000	3	0	5	2	0	0
8025000	0	0	2	2	0	0
8026000	2	0	2	3	0	0
8027000	0	0	2	2	0	0
8028000	3	1	2	1	0	0
8029000	2	2	0	0	0	0
8030000	4	1	2	2	0	0
8031000	2	3	2	0	0	0
8032000	1	2	3	2	1	0
8033000	2	2	3	0	0	0
8034000	6	1	3	1	2	0
8035000	4	1	3	4	2	0
8036000	3	1	0	1	2	0
8037000	1	1	4	3	1	0
8038000	5	0	3	3	0	0
8039000	2	0	3	2	0	0
8040000	2	0	4	2	0	0
8041000	4	0	1	2	0	0
8042000	2	1	3	1	0	0
8043000	2	2	2	0	0	0
8044000	4	1	0	1	0	0
8045000	2	1	4	2	0	0
8046000	3	1	0	1	0	0
8047000	6	0	4	2	0	0
8048000	2	2	4	2	0	2
8049000	0	0	2	4	0	2
8050000	1	0	2	3	0	1
8051000	1	2	2	3	0	3
8052000	0	2	4	1	0	2
8053000	0	0	3	4	0	3
8054000	0	0	2	3	0	4
8055000	0	0	1	3	1	0
8056000	3	1	1	1	0	0
8057000	5	1	2	2	3	1
8058000	1	0	1	2	3	3
8059000	2	1	0	0	3	1
8060000	0	0	4	2	0	0
8061000	0	1	2	2	1	0
8062000	0	0	2	2	0	0
8063000	1	0	0	2	3	4
8064000	0	0	0	3	2	1
8065000	1	0	3	3	0	0
8066000	1	0	0	1	5	4
8067000	0	0	2	2	0	0
8068000	0	0	2	2	0	0
8069000	2	0	0	2	2	3
8070000	1	0	1	2	2	2
8071000	1	0	1	2	2	2
8072000	3	1	0	3	4	2
8073000	2	2	0	5	2	1
8074000	0	0	0	0	2	2
8075000	1	0	0	1	4	2
8076000	0	4	0	1	2	3
8077000	0	3	0	0	3	3
8078000	2	1	1	2	0	1
8079000	2	2	0	0	4	0
8080000	2	4	1	0	1	1
8081000	1	2	1	0	3	3
8082000	0	1	0	0	3	3
8083000	0	1	0	0	5	2
8084000	2	1	2	1	2	2
8085000	1	1	2	3	2	4
8086000	1	4	3	4	4	6
8087000	2	0	4	4	0	2
8088000	0	0	1	3	1	6
8089000	3	0	4	3	1	3
8090000	1	0	0	0	3	2
8091000	4	1	2	5	4	0
8092000	5	0	1	4	8	0
8093000	3	3	0	7	8	2
8094000	4	2	2	8	6	3
8095000	3	0	1	8	4	2
8096000	1	2	4	2	1	1
8097000	1	0	0	4	3	2
8098000	4	1	0	2	4	0
8099000	2	4	2	0	2	2
8100000	0	0	0	0	2	2
8101000	5	0	3	3	0	0
8102000	1	0	3	2	0	0
8103000	0	0	0	0	2	3
8104000	1	1	4	1	0	0
8105000	2	0	0	0	3	1
8106000	4	1	3	1	0	0
8107000	3	0	3	2	0	0
8108000	1	3	1	0	1	3
8109000	3	0	1	1	4	1
8110000	0	0	1	0	1	3
8111000	4	0	0	2	0	0
8112000	0	0	0	0	2	2
8113000	1	0	2	0	1	3
8114000	2	1	0	2	1	2
8115000	0	0	1	3	1	7
8116000	0	2	4	1	0	1
8117000	1	2	0	0	1	2
8118000	0	0	1	3	1	5
8119000	0	3	0	2	1	3
8120000	0	4	1	0	0	3
8121000	1	2	1	0	0	2
8122000	0	1	2	2	0	5
8123000	0	3	4	2	0	6
8124000	0	3	3	0	0	3
8125000	0	0	1	0	1	4
8126000	3	0	1	2	0	2
8127000	0	1	3	1	0	4
8128000	0	3	3	1	0	4
8129000	0	0	2	1	0	7
8130000	2	0	4	4	0	4
8131000	1	1	4	5	0	5
8132000	0	0	2	3	0	6
8133000	0	0	1	1	1	4
8134000	0	0	0	1	2	3
8135000	0	0	0	3	2	3
8136000	2	0	1	2	3	2
8137000	2	0	2	6	1	7
8138000	0	0	0	7	2	9
8139000	2	1	0	6	3	6
8140000	2	0	0	3	2	4
8141000	1	0	0	2	3	3
8142000	3	0	0	2	1	1
8143000	5	0	1	6	0	5
8144000	3	1	0	8	0	8
8145000	1	0	1	8	3	12
8146000	2	3	1	0	3	3
8147000	3	1	2	2	4	3
8148000	3	2	1	2	4	1
8149000	3	4	1	0	3	2
8150000	1	1	4	4	2	0
8151000	2	0	2	3	4	3
8152000	3	0	3	3	1	1
8153000	0	0	1	4	2	1
8154000	1	0	2	3	1	1
8155000	1	0	1	4	2	0
8156000	2	0	0	2	3	1
8157000	4	1	0	3	1	0
8158000	3	1	0	1	0	0
8159000	2	0	1	3	2	3
8160000	3	0	4	4	0	0
8161000	6	4	5	2	5	1
8162000	5	1	3	6	5	1
8163000	2	1	2	1	4	3
8164000	3	3	2	1	2	0
8165000	4	0	0	2	5	0
8166000	2	0	0	0	6	0
8167000	1	0	1	3	5	1
8168000	1	0	3	4	1	0
8169000	2	3	2	0	3	1
8170000	4	0	2	1	4	1
8171000	3	0	0	2	4	1
8172000	0	1	2	2	1	0
8173000	4	1	0	3	5	1
8174000	1	0	2	3	3	0
8175000	5	0	0	2	6	0
8176000	1	0	0	1	3	1
8177000	2	0	1	5	5	4
8178000	5	0	0	8	6	0
8179000	3	0	0	6	5	2
8180000	1	1	0	7	4	3
8181000	2	1	0	3	2	3
8182000	0	1	0	7	5	4
8183000	10	0	1	12	9	1
8184000	6	0	0	4	4	1
8185000	7	0	3	5	5	0
8186000	6	1	4	7	5	4
8187000	6	0	1	5	5	0
8188000	8	1	3	7	4	1
8189000	2	2	1	4	3	4
8190000	7	0	6	6	3	1
8191000	11	0	3	8	8	0
8192000	7	2	3	6	10	0
8193000	4	0	2	6	4	0
8194000	6	2	3	6	9	0
8195000	4	0	1	9	9	3
8196000	5	0	1	5	4	0
8197000	4	0	2	5	3	1
8198000	3	1	1	8	8	0
8199000	2	1	2	5	3	0
8200000	1	2	1	4	5	0
8201000	1	0	2	3	1	0
8202000	2	0	0	4	3	1
8203000	1	1	1	8	5	3
8204000	2	2	1	4	2	1
8205000	2	1	1	6	3	1
8206000	3	1	1	0	5	1
8207000	4	4	1	1	2	0
8208000	3	4	2	0	2	1
8209000	0	0	0	0	3	2
8210000	1	0	1	0	2	2
8211000	1	0	0	1	2	2
8212000	1	1	0	2	3	1
8213000	0	0	0	2	2	1
8214000	0	0	0	0	2	2
8215000	1	1	0	1	2	1
8216000	0	0	0	0	2	3
8217000	0	0	0	3	2	2
8218000	0	0	0	1	2	3
8219000	1	1	0	0	4	1
8220000	0	0	0	1	2	3
8221000	1	0	1	1	2	3
8222000	1	1	1	2	2	5
8223000	0	1	0	0	3	2
8224000	1	1	0	1	5	2
8225000	2	2	0	4	2	3
8226000	1	3	1	2	2	3
8227000	0	1	3	1	0	0
8228000	0	1	1	0	2	3
8229000	1	4	5	1	1	3
8230000	1	1	3	1	1	1
8231000	1	2	2	1	0	0
8232000	1	2	4	1	0	0
8233000	7	2	6	3	0	1
8234000	3	2	4	1	0	0
8235000	6	5	10	1	1	1
8236000	7	3	10	2	1	4
8237000	4	0	3	5	0	2
8238000	0	1	2	3	0	3
8239000	4	3	3	1	0	3
8240000	4	2	2	0	0	0
8241000	4	2	2	1	0	1
8242000	1	4	1	2	1	4
8243000	2	6	1	0	1	2
8244000	2	2	0	0	0	0
8245000	2	2	0	0	0	0
8246000	2	2	0	0	0	0
8247000	4	2	2	1	0	0
8248000	4	3	2	0	0	0
8249000	1	2	0	0	2	1
8250000	1	4	0	1	2	1
8251000	3	6	4	0	2	1
8252000	1	3	6	1	0	1
8253000	2	5	1	0	2	1
8254000	1	4	7	0	1	0
8255000	1	4	0	0	1	1
8256000	2	3	3	1	1	1
8257000	1	4	2	1	0	1
8258000	3	4	1	1	1	1
8259000	2	3	3	1	1	0
8260000	3	3	0	1	1	0
8261000	0	0	2	3	0	0
8262000	2	3	3	0	0	0
8263000	2	2	0	1	0	1
8264000	0	3	3	1	1	2
8265000	2	2	1	1	2	2
8266000	3	2	1	0	0	1
8267000	2	2	3	0	0	0
8268000	1	3	0	0	4	1
8269000	3	2	2	1	1	0
8270000	2	3	1	0	1	0
8271000	4	2	4	0	0	0
8272000	3	2	2	0	1	1
8273000	1	3	6	0	0	2
8274000	1	2	0	0	5	2
8275000	2	2	0	0	0	0
8276000	2	1	5	1	0	2
8277000	1	1	3	1	0	2
8278000	0	1	2	1	0	0
8279000	3	2	1	1	1	1
8280000	0	2	3	1	1	0
8281000	0	1	5	1	0	0
8282000	0	1	2	3	2	3
8283000	0	1	4	2	0	3
8284000	0	0	3	3	0	1
8285000	0	0	2	2	0	0
8286000	0	5	5	3	2	5
8287000	0	4	4	2	3	4
8288000	0	4	5	0	0	1
8289000	0	2	3	2	0	2
8290000	0	3	1	0	1	3
8291000	0	0	3	3	1	0
8292000	0	1	3	2	0	1
8293000	0	1	3	1	0	0
8294000	0	1	3	2	0	1
8295000	0	0	4	2	0	0
8296000	0	0	2	3	0	0
8297000	0	3	5	0	0	1
8298000	0	0	2	2	0	0
8299000	0	1	3	1	0	0
8300000	0	0	1	0	1	4
8301000	0	0	0	0	2	2
8302000	0	0	1	0	1	3
8303000	1	0	3	3	0	1
8304000	0	0	1	1	1	2
